pair,time,type,ordertype,price,cost,fee,vol
XXLMZEUR,2021-03-24 22:25:32,buy,limit,0.3,49.8,0.07968,166
SCEUR,2021-03-25 12:36:55,buy,limit,0.015,45,0.072,3000
SCEUR,2021-03-26 21:55:12,sell,limit,0.018,45,0.072,2500
DOTEUR,2021-03-31 11:28:03,sell,limit,31,74.4,0.11904,2.4
XETHZEUR,2021-03-31 18:49:11,sell,limit,1610,96.6,0.15456,0.06
FILEUR,2021-03-31 22:22:58,sell,limit,165,49.5,0.0792,0.3
EOSEUR,2021-04-01 17:14:13,sell,limit,4.5,90,0.144,20
FILEUR,2021-04-01 17:53:07,buy,limit,150,75,0.12,0.5
XXLMZEUR,2021-04-01 21:01:56,sell,limit,0.36,75.24,0.120384,209
DASHEUR,2021-04-02 10:06:35,sell,limit,205,73.8,0.11808,0.36
BATEUR,2021-04-02 14:39:45,sell,limit,1.08,43.2,0.06912,40
AAVEEUR,2021-04-02 15:33:37,sell,limit,350,73.5,0.1176,0.21
XXRPZEUR,2021-04-02 16:28:37,sell,limit,0.51,70.89,0.113424,139
EOSEUR,2021-04-03 00:03:49,sell,limit,5.4,86.4,0.13824,16
DOTEUR,2021-04-03 01:20:46,sell,limit,37.5,56.25,0.09,1.5
XXMRZEUR,2021-04-04 14:59:35,sell,limit,230,46,0.0736,0.2
BCHEUR,2021-04-05 12:34:19,sell,limit,525,94.5,0.1512,0.18
XXRPZEUR,2021-04-05 14:40:35,sell,limit,0.62,46.5,0.0744,75
XTZEUR,2021-04-05 16:09:07,sell,limit,4.6,73.6,0.11776,16
XXLMZEUR,2021-04-05 16:36:00,sell,limit,0.43,92.40184,0.14784294,214.888
XTZEUR,2021-04-06 10:38:39,sell,limit,5.5,55,0.088,10
XLTCZEUR,2021-04-06 12:08:31,sell,limit,200,50,0.08,0.25
DASHEUR,2021-04-07 05:55:35,sell,limit,245,53.9,0.08624,0.22
FILEUR,2021-04-07 09:11:51,buy,limit,120,60,0.096,0.5
DASHEUR,2021-04-07 11:32:37,buy,limit,210,4.409423,0.007055,0.02099725
DASHEUR,2021-04-07 11:32:39,buy,limit,210,69.090578,0.110545,0.32900275
AAVEEUR,2021-04-07 11:33:24,buy,limit,290,72.5,0.116,0.25
FILEUR,2021-04-10 01:07:56,sell,limit,150,75,0.12,0.5
XXLMZEUR,2021-04-11 04:27:09,sell,limit,0.52,98.8,0.15808,190
DASHEUR,2021-04-12 02:08:53,sell,limit,250,62.5,0.1,0.25
GRTEUR,2021-04-12 09:11:56,sell,limit,1.7,34,0.0544,20
XXRPZEUR,2021-04-12 23:15:20,sell,limit,1.2,36,0.0576,30
AAVEEUR,2021-04-13 01:30:08,sell,limit,350,70,0.112,0.2
BCHEUR,2021-04-14 00:12:22,sell,limit,630,54.84145,0.087746,0.08704992
BCHEUR,2021-04-14 00:12:33,sell,limit,630,45.95855,0.073534,0.07295008
XDGEUR,2021-04-14 00:27:34,sell,limit,0.08,32,0.0512,400
EOSEUR,2021-04-14 00:30:22,sell,limit,6.5,84.5,0.1352,13
LINKEUR,2021-04-14 00:31:57,sell,limit,30,45,0.072,1.5
XETHZEUR,2021-04-14 03:27:02,sell,limit,1950,97.5,0.156,0.05
TRXEUR,2021-04-14 05:25:05,sell,limit,0.13,32.5,0.052,250
ATOMEUR,2021-04-14 21:44:06,sell,limit,22,44,0.0704,2
DOTEUR,2021-04-16 05:01:20,buy,limit,35,70,0.112,2
XXRPZEUR,2021-04-16 06:28:07,buy,limit,1.38,69,0.1104,50
XDGEUR,2021-04-16 08:39:40,sell,limit,0.22,44,0.0704,200
XXRPZEUR,2021-04-16 11:21:00,buy,limit,1.2,73.2,0.11712,61
SCEUR,2021-04-16 14:07:32,sell,limit,0.032,48,0.0768,1500
XXRPZEUR,2021-04-16 16:31:39,sell,limit,1.45,72.553621,0.11608579,50.03698
BCHEUR,2021-04-16 16:58:03,sell,limit,912.35,91.235,0.237211,0.1
DASHEUR,2021-04-16 21:18:24,sell,limit,315,37.8,0.06048,0.12
XLTCZEUR,2021-04-16 21:19:39,sell,limit,260,41.6,0.06656,0.15999999
XDGEUR,2021-04-16 22:12:16,sell,limit,0.3,25.81078987,0.041297264,86.03596624
XDGEUR,2021-04-16 22:12:16,sell,limit,0.3,26.68921013,0.042702736,88.96403376
XDGEUR,2021-04-17 09:17:49,buy,limit,0.24,48,0.0768,200
ALGOEUR,2021-04-17 20:31:18,sell,limit,1.5,30,0.048,20
UNIEUR,2021-04-18 00:27:28,buy,limit,29,49.3,0.07888,1.7
ADAEUR,2021-04-18 03:11:23,buy,limit,1.1,62.7,0.10032,57
XXRPZEUR,2021-04-18 03:17:36,buy,limit,1.2,75,0.12,62.5
ATOMEUR,2021-04-18 03:27:57,buy,limit,18,72,0.1152,4
AAVEEUR,2021-04-18 03:31:05,buy,limit,290,72.5,0.116,0.25
GRTEUR,2021-04-18 03:31:51,buy,limit,1.35,67.5,0.108,50
ALGOEUR,2021-04-18 03:33:18,buy,limit,1.2,60,0.096,50
BCHEUR,2021-04-18 03:34:14,buy,limit,730,73,0.1168,0.1
XXLMZEUR,2021-04-18 03:34:31,buy,limit,0.42,69.3,0.11088,165
XLTCZEUR,2021-04-18 03:34:48,buy,limit,210,63,0.1008,0.3
DASHEUR,2021-04-18 03:34:53,buy,limit,250,62.5,0.1,0.25
EOSEUR,2021-04-18 03:37:03,buy,limit,5.2,72.8,0.11648,14
FILEUR,2021-04-18 03:38:39,buy,limit,125,87.5,0.14,0.7
XXRPZEUR,2021-04-18 11:43:00,buy,limit,1,60,0.096,60
XXRPZEUR,2021-04-18 22:39:49,sell,limit,1.2,76.2,0.12192,63.5
XDGEUR,2021-04-19 07:32:08,sell,limit,0.3,48,0.0768,160
XTZEUR,2021-04-19 17:26:04,buy,limit,4.5,72,0.1152,16
DOTEUR,2021-04-20 00:22:12,buy,limit,28,70,0.112,2.5
ALGOEUR,2021-04-20 00:38:45,buy,limit,1,50,0.08,50
TRXEUR,2021-04-20 00:38:56,buy,limit,0.1,70,0.112,700
XXRPZEUR,2021-04-20 00:39:40,buy,limit,1,75,0.12,75
XXRPZEUR,2021-04-20 20:23:38,sell,limit,1.2,72,0.1152,60
XDGEUR,2021-04-20 21:12:35,buy,limit,0.24,48,0.0768,200
XXRPZEUR,2021-04-22 21:08:35,buy,limit,1,75,0.12,75
BATEUR,2021-04-22 21:08:39,buy,limit,0.9,72,0.1152,80
XDGEUR,2021-04-23 01:49:02,buy,limit,0.18,45,0.072,250
SNXEUR,2021-04-23 01:50:24,buy,limit,12,48,0.0768,4
SCEUR,2021-04-23 01:51:33,buy,limit,0.025,50,0.08,2000
GRTEUR,2021-04-23 01:51:38,buy,limit,1.1,55,0.088,50
ATOMEUR,2021-04-23 02:19:50,buy,limit,14.5,49.3,0.07888,3.4
TRXEUR,2021-04-23 02:20:55,buy,limit,0.08,50,0.08,625
ADAEUR,2021-04-23 02:24:03,buy,limit,0.85,68,0.1088,80
XTZEUR,2021-04-23 02:24:11,buy,limit,3.6,57.6,0.09216,16
EOSEUR,2021-04-23 02:24:41,buy,limit,4,60,0.096,15
DASHEUR,2021-04-23 02:24:47,buy,limit,200,60,0.096,0.3
XXLMZEUR,2021-04-23 02:25:10,buy,limit,0.32,49.92,0.079872,156
ALGOEUR,2021-04-23 02:25:58,buy,limit,0.8,44,0.0704,55
XXBTZEUR,2021-04-23 07:34:45,buy,limit,40000,75,0.12,0.001875
LINKEUR,2021-04-24 23:46:00,buy,limit,26,65,0.104,2.5
XXRPZEUR,2021-04-25 21:32:31,buy,limit,0.8,49.6,0.07936,62
ALGOEUR,2021-04-26 10:04:19,sell,limit,1,70,0.112,70
XXRPZEUR,2021-04-26 11:22:18,sell,limit,1,60,0.096,60
XXLMZEUR,2021-04-26 22:48:33,sell,limit,0.4,100,0.16,250
EOSEUR,2021-04-26 23:36:52,sell,limit,4.8,72,0.1152,15
XXRPZEUR,2021-04-27 01:45:44,sell,limit,1.2,79.2,0.12672,66
ADAEUR,2021-04-27 02:33:52,sell,limit,1.05,78.75,0.126,75
SCEUR,2021-04-27 03:00:18,sell,limit,0.032,48,0.0768,1500
XTZEUR,2021-04-27 10:25:29,sell,limit,4.5,72,0.1152,16
AAVEEUR,2021-04-27 12:08:13,sell,limit,350,70,0.112,0.2
LINKEUR,2021-04-27 16:15:13,sell,limit,31,55.8,0.08928,1.8
XDGEUR,2021-04-28 06:34:02,sell,limit,0.25,62.5,0.1,250
XETHZEUR,2021-04-28 12:12:52,sell,limit,2250,90,0.144,0.04
UNIEUR,2021-04-28 12:14:34,sell,limit,35,52.5,0.084,1.5
ATOMEUR,2021-04-29 21:49:20,sell,limit,18,70.2,0.11232,3.9
DASHEUR,2021-04-30 11:43:08,sell,limit,260,78,0.1248,0.3
XXBTZEUR,2021-04-30 23:42:53,sell,limit,48000,96,0.1536,0.002
XDGEUR,2021-05-01 04:34:47,sell,limit,0.3,60,0.096,200
GRTEUR,2021-05-01 11:55:37,sell,limit,1.4,70,0.112,50
AAVEEUR,2021-05-01 18:22:34,sell,limit,420,54.6,0.08736,0.13
ALGOEUR,2021-05-03 07:39:35,sell,limit,1.2,60,0.096,50
EOSEUR,2021-05-03 11:28:00,sell,limit,5.7,85.5,0.1368,15
XETHZEUR,2021-05-03 16:45:51,sell,limit,2700,81,0.1296,0.03
XLTCZEUR,2021-05-04 09:43:10,sell,limit,260,52,0.0832,0.2
DASHEUR,2021-05-04 13:23:26,sell,limit,310,58.9,0.09424,0.19
BCHEUR,2021-05-05 02:29:09,sell,limit,900,90,0.144,0.1
XDGEUR,2021-05-05 07:00:27,sell,limit,0.57,57,0.0912,100
XXLMZEUR,2021-05-05 12:44:00,sell,limit,0.48,96,0.1536,200
BATEUR,2021-05-05 15:32:06,sell,limit,1.1,55,0.088,50
BCHEUR,2021-05-05 15:42:49,sell,limit,1080,97.2,0.15552,0.09
XDGEUR,2021-05-05 16:02:27,buy,limit,0.45,58.5,0.0936,130
XTZEUR,2021-05-05 16:30:07,sell,limit,5.5,77,0.1232,14
EOSEUR,2021-05-05 16:48:43,sell,limit,7,1.429148,0.002287,0.20416406
EOSEUR,2021-05-05 16:48:43,sell,limit,7,68.570852,0.109713,9.79583594
XDGEUR,2021-05-05 23:09:26,sell,limit,0.55,71.5,0.1144,130
XXRPZEUR,2021-05-06 01:05:29,sell,limit,1.45,72.5,0.116,50
ADAEUR,2021-05-06 09:57:09,sell,limit,1.3,68.9,0.11024,53
ATOMEUR,2021-05-06 11:53:56,sell,limit,22,57.2,0.09152,2.6
TRXEUR,2021-05-06 16:24:28,sell,limit,0.13,65,0.104,500
DOTEUR,2021-05-06 17:10:13,sell,limit,35,52.5,0.084,1.5
EOSEUR,2021-05-06 19:38:58,sell,limit,9.4,51.7,0.08272,5.5
BCHEUR,2021-05-06 22:11:33,sell,limit,1280,41.294003,0.06607,0.03226094
BCHEUR,2021-05-06 22:11:34,sell,limit,1280,48.305997,0.07729,0.03773906
XTZEUR,2021-05-07 00:24:51,sell,limit,6.6,52.8,0.08448,8
XDGEUR,2021-05-07 01:46:27,buy,limit,0.45,60.75,0.0972,135
XETCZEUR,2021-05-07 17:42:16,buy,limit,100,50,0.08,0.5
BCHEUR,2021-05-07 19:24:10,buy,limit,1080,75.6,0.12096,0.07
XDGEUR,2021-05-07 21:09:16,sell,limit,0.55,77,0.1232,140
XETHZEUR,2021-05-08 22:04:35,sell,limit,3240,97.2,0.15552,0.03
XDGEUR,2021-05-09 03:51:42,buy,limit,0.45,74.7,0.11952,166
XTZEUR,2021-05-09 04:15:27,buy,limit,5.5,77,0.1232,14
XDGEUR,2021-05-09 12:06:30,buy,limit,0.35,59.5,0.0952,170
XDGEUR,2021-05-09 17:39:32,sell,limit,0.45,76.5,0.1224,170
BCHEUR,2021-05-10 04:08:23,sell,limit,1280,96,0.1536,0.075
XXLMZEUR,2021-05-10 07:12:28,sell,limit,0.58,93.38,0.149408,161
XXRPZEUR,2021-05-10 19:55:53,buy,limit,1.15,59.8,0.09568,52
EOSEUR,2021-05-10 20:02:57,buy,limit,7.5,60,0.096,8
DASHEUR,2021-05-10 20:03:49,buy,limit,250,62.5,0.1,0.25
BCHEUR,2021-05-10 20:04:34,buy,limit,1080,75.6,0.12096,0.07
AAVEEUR,2021-05-10 20:04:39,buy,limit,350,70,0.112,0.2
GRTEUR,2021-05-10 20:04:59,buy,limit,1.1,57.2,0.09152,52
XETCZEUR,2021-05-10 20:05:24,buy,limit,80,50,0.08,0.625
XXRPZEUR,2021-05-10 20:05:34,buy,limit,1,60,0.096,60
DOTEUR,2021-05-10 20:06:29,buy,limit,28,61.6,0.09856,2.2
UNIEUR,2021-05-10 20:07:18,buy,limit,28,70,0.112,2.5
TRXEUR,2021-05-10 20:10:01,buy,limit,0.1,60,0.096,600
DASHEUR,2021-05-11 10:05:36,sell,limit,320,70.4,0.11264,0.22
EOSEUR,2021-05-11 17:27:36,sell,limit,11.1,72.124248,0.115399,6.49768
BCHEUR,2021-05-12 00:01:01,sell,limit,1280,90.88,0.145408,0.071
XXRPZEUR,2021-05-12 00:14:21,sell,limit,1.25,78.75,0.126,63
AAVEEUR,2021-05-12 03:10:46,sell,limit,420,63,0.1008,0.15
UNIEUR,2021-05-12 03:34:02,sell,limit,34,68,0.1088,2
DOTEUR,2021-05-12 14:15:27,sell,limit,35,77,0.1232,2.2
BCHEUR,2021-05-12 23:36:41,buy,limit,1080,81,0.1296,0.075
EOSEUR,2021-05-12 23:38:35,buy,limit,9,72,0.1152,8
XDGEUR,2021-05-12 23:52:41,buy,limit,0.35,52.5,0.084,150
SCEUR,2021-05-12 23:58:44,buy,limit,0.025,50,0.08,2000
XXBTZEUR,2021-05-13 00:02:02,buy,limit,40000,80,0.128,0.002
DOTEUR,2021-05-13 00:02:03,buy,limit,28,72.8,0.11648,2.6
FILEUR,2021-05-13 00:02:38,buy,limit,100,60,0.096,0.6
XXLMZEUR,2021-05-13 00:02:46,buy,limit,0.48,75.36,0.120576,157
ADAEUR,2021-05-13 14:51:03,sell,limit,1.56,54.6,0.08736,35
XXMRZEUR,2021-05-13 16:47:45,buy,limit,325,52,0.0832,0.16
XLTCZEUR,2021-05-13 17:28:25,buy,limit,250,50,0.08,0.2
XDGEUR,2021-05-14 06:23:27,sell,limit,0.45,67.5,0.108,150
XXLMZEUR,2021-05-14 08:36:46,sell,limit,0.58,98.6,0.15776,170
DOTEUR,2021-05-14 14:59:46,sell,limit,36,90,0.144,2.5
ATOMEUR,2021-05-16 17:03:43,buy,limit,18,72,0.1152,4
DASHEUR,2021-05-16 20:42:34,buy,limit,260,65,0.104,0.25
BATEUR,2021-05-16 20:43:12,buy,limit,0.9,50.4,0.08064,56
XTZEUR,2021-05-16 21:22:00,buy,limit,4.4,57.2,0.09152,13
BCHEUR,2021-05-17 01:22:29,buy,limit,900,63,0.1008,0.07
XXMRZEUR,2021-05-17 02:50:08,buy,limit,300,60,0.096,0.2
UNIEUR,2021-05-17 03:22:58,buy,limit,28,70,0.112,2.5
XETHZEUR,2021-05-17 03:29:35,buy,limit,2700,78.3,0.12528,0.029
EOSEUR,2021-05-17 03:33:16,buy,limit,7.2,72,0.1152,10
LINKEUR,2021-05-17 03:57:27,buy,limit,30,75,0.12,2.5
FILEUR,2021-05-17 04:04:31,buy,limit,80,50,0.08,0.625
MATICEUR,2021-05-17 21:13:34,buy,limit,1.4,50.4,0.08064,36
SNXEUR,2021-05-17 21:28:32,sell,limit,17,59.5,0.0952,3.5
MATICEUR,2021-05-18 15:23:47,sell,limit,1.8,36,0.0576,20
LINKEUR,2021-05-18 20:20:43,sell,limit,36,90,0.144,2.5
AAVEEUR,2021-05-18 21:06:55,sell,limit,545,54.5,0.0872,0.1
XDGEUR,2021-05-19 02:59:39,buy,limit,0.35,64.75,0.1036,185
ADAEUR,2021-05-19 03:00:16,buy,limit,1.5,51,0.0816,34
XXLMZEUR,2021-05-19 04:18:21,buy,limit,0.48,64.8,0.10368,135
XETCZEUR,2021-05-19 04:23:44,buy,limit,64,74.88,0.119808,1.17
ALGOEUR,2021-05-19 04:25:43,buy,limit,1,60,0.096,60
XXMRZEUR,2021-05-19 04:39:32,buy,limit,240,60,0.096,0.25
LINKEUR,2021-05-19 04:41:34,buy,limit,30,75,0.12,2.5
XXBTZEUR,2021-05-19 04:43:08,buy,limit,32000,80,0.128,0.0025
XETHZEUR,2021-05-19 11:07:45,buy,limit,2300,69,0.1104,0.03
XLTCZEUR,2021-05-19 11:12:12,buy,limit,210,73.5,0.1176,0.35
TRXEUR,2021-05-19 11:19:49,buy,limit,0.08,60,0.096,750
GRTEUR,2021-05-19 11:24:35,buy,limit,0.8,50,0.08,62.5
DASHEUR,2021-05-19 11:24:41,buy,limit,200,60,0.096,0.3
UNIEUR,2021-05-19 11:28:15,buy,limit,22,66,0.1056,3
BCHEUR,2021-05-19 11:28:21,buy,limit,700,70,0.112,0.1
ATOMEUR,2021-05-19 11:28:27,buy,limit,14,50.4,0.08064,3.6
ADAEUR,2021-05-19 11:30:23,buy,limit,1.24,74.4,0.11904,60
XXRPZEUR,2021-05-19 11:30:52,buy,limit,1,75,0.12,75
BATEUR,2021-05-19 11:31:42,buy,limit,0.7,50.4,0.08064,72
DOTEUR,2021-05-19 11:31:56,buy,limit,28,67.2,0.10752,2.4
XXLMZEUR,2021-05-19 11:32:12,buy,limit,0.4,60,0.096,150
SCEUR,2021-05-19 11:32:23,buy,limit,0.015,45,0.072,3000
EOSEUR,2021-05-19 11:32:26,buy,limit,5.6,61.6,0.09856,11
SNXEUR,2021-05-19 11:32:27,buy,limit,13.9,50.04,0.08006,3.6
XTZEUR,2021-05-19 11:33:18,buy,limit,3.6,57.6,0.09216,16
LINKEUR,2021-05-19 12:41:24,buy,limit,25,75,0.12,3
ALGOEUR,2021-05-19 12:43:45,buy,limit,0.8,50,0.08,62.5
FILEUR,2021-05-19 12:44:36,buy,limit,62,62,0.0992,1
XLTCZEUR,2021-05-19 12:47:53,buy,limit,160,64,0.1024,0.4
ADAEUR,2021-05-19 12:50:13,buy,limit,1.05,69.3,0.11088,66
XDGEUR,2021-05-19 12:52:10,buy,limit,0.25,50,0.08,200
XETHZEUR,2021-05-19 12:52:13,buy,limit,1850,74,0.1184,0.04
DOTEUR,2021-05-19 12:52:26,buy,limit,22,77,0.1232,3.5
SNXEUR,2021-05-19 12:54:09,buy,limit,11,49.5,0.0792,4.5
AAVEEUR,2021-05-19 12:57:16,buy,limit,350,70,0.112,0.2
MATICEUR,2021-05-19 12:58:07,buy,limit,1.44,64.8,0.10368,45
BCHEUR,2021-05-19 13:05:21,buy,limit,550,55,0.088,0.1
XXBTZEUR,2021-05-19 13:09:31,buy,limit,25600,76.8,0.12288,0.003
TRXEUR,2021-05-19 13:09:54,buy,limit,0.055,50.05,0.08008,910
UNIEUR,2021-05-19 13:10:55,buy,limit,15,52.5,0.084,3.5
XETHZEUR,2021-05-19 16:39:06,sell,limit,2300,80.5,0.1288,0.035
XXBTZEUR,2021-05-19 16:40:01,sell,limit,32000,96,0.1536,0.003
XXMRZEUR,2021-05-19 21:15:11,buy,limit,180,54,0.0864,0.3
EOSEUR,2021-05-20 00:31:42,buy,limit,4.6,69,0.1104,15
XTZEUR,2021-05-20 00:42:27,buy,limit,2.8,56,0.0896,20
ATOMEUR,2021-05-20 00:42:56,buy,limit,11,60.5,0.0968,5.5
XXRPZEUR,2021-05-20 00:43:30,buy,limit,0.8,76,0.1216,95
DOTEUR,2021-05-20 00:52:51,buy,limit,18,63,0.1008,3.5
LINKEUR,2021-05-20 00:53:12,buy,limit,19,52.25,0.0836,2.75
XETHZEUR,2021-05-20 00:53:43,buy,limit,1800,72,0.1152,0.04
LINKEUR,2021-05-20 05:50:09,sell,limit,23.5,70.5,0.1128,3
BCHEUR,2021-05-20 07:05:00,sell,limit,660,66,0.1056,0.1
DOTEUR,2021-05-20 07:07:12,sell,limit,23,69,0.1104,3
SNXEUR,2021-05-20 07:22:15,sell,limit,13.9,69.5,0.1112,5
TRXEUR,2021-05-20 07:24:38,sell,limit,0.07,65.45,0.10472,935
ADAEUR,2021-05-20 07:25:34,sell,limit,1.4,72.8,0.11648,52
FILEUR,2021-05-20 07:33:06,sell,limit,74,74,0.1184,1
XXRPZEUR,2021-05-20 07:37:34,sell,limit,1,90,0.144,90
XTZEUR,2021-05-20 07:37:42,sell,limit,3.4,68,0.1088,20
UNIEUR,2021-05-20 07:37:58,sell,limit,22,66,0.1056,3
XETHZEUR,2021-05-20 12:18:34,sell,limit,2300,92,0.1472,0.04
XDGEUR,2021-05-20 12:43:05,sell,limit,0.35,66.85,0.10696,191
EOSEUR,2021-05-20 13:00:57,sell,limit,5.6,72.8,0.11648,13
XXMRZEUR,2021-05-20 13:06:23,sell,limit,220,66,0.1056,0.3
EOSEUR,2021-05-21 14:27:59,buy,limit,4.6,69,0.1104,15
DASHEUR,2021-05-21 14:37:51,buy,limit,160,56,0.0896,0.35
UNIEUR,2021-05-21 15:52:52,buy,limit,18,63,0.1008,3.5
XXRPZEUR,2021-05-21 19:45:16,buy,limit,0.8,75,0.12,93.75
XTZEUR,2021-05-21 20:15:24,buy,limit,2.8,70,0.112,25
DOTEUR,2021-05-21 20:50:54,buy,limit,18,73.8,0.11808,4.1
AAVEEUR,2021-05-21 20:52:05,buy,limit,280,70,0.112,0.25
XETHZEUR,2021-05-21 20:58:08,buy,limit,1850,83.25,0.1332,0.045
MATICEUR,2021-05-21 21:05:45,buy,limit,1.1,50.6,0.08096,46
XXLMZEUR,2021-05-21 21:09:20,buy,limit,0.32,50.24,0.080384,157
LINKEUR,2021-05-21 21:18:05,buy,limit,18.5,65.675,0.10508,3.55
ADAEUR,2021-05-21 21:18:42,buy,limit,1.1,73.7,0.11792,67
MATICEUR,2021-05-23 07:40:37,buy,limit,0.85,50.15,0.08024,59
XLTCZEUR,2021-05-23 08:16:26,buy,limit,125,60,0.096,0.48
SNXEUR,2021-05-23 08:46:35,buy,limit,11,37.85159,0.06056,3.44105326
SNXEUR,2021-05-23 08:46:35,buy,limit,11,0.09816,0.00016,0.00892353
SNXEUR,2021-05-23 08:46:35,buy,limit,11,0.00025,0,0.00002314
SNXEUR,2021-05-23 08:46:35,buy,limit,11,20.35,0.03256,1.85000007
XXMRZEUR,2021-05-23 08:49:26,buy,limit,180,64.8,0.10368,0.36
ATOMEUR,2021-05-23 08:53:23,buy,limit,8.8,56.32,0.090112,6.4
TRXEUR,2021-05-23 08:57:20,buy,limit,0.055,66,0.1056,1200
EOSEUR,2021-05-23 12:27:41,buy,limit,3.6,54,0.0864,15
XDGEUR,2021-05-23 12:35:33,buy,limit,0.25,60,0.096,240
BCHEUR,2021-05-23 12:36:34,buy,limit,440,57.2,0.09152,0.13
FILEUR,2021-05-23 16:06:08,buy,limit,50,50,0.08,1
MATICEUR,2021-05-24 03:12:04,sell,limit,1,60,0.096,60
BCHEUR,2021-05-24 11:30:08,sell,limit,530,31.30339,0.050085,0.059063
BCHEUR,2021-05-24 11:30:08,sell,limit,530,48.19661,0.077115,0.090937
ATOMEUR,2021-05-24 11:33:13,sell,limit,10.8,75.6,0.12096,7
MATICEUR,2021-05-24 15:31:47,sell,limit,1.35,62.1,0.09936,46
EOSEUR,2021-05-24 21:37:02,sell,limit,4.5,72,0.1152,16
XLTCZEUR,2021-05-25 00:18:32,sell,limit,155,77.5,0.124,0.5
XXMRZEUR,2021-05-25 00:21:44,sell,limit,215,23.55159235,0.03768255,0.10954229
XXMRZEUR,2021-05-25 00:21:48,sell,limit,215,51.69840765,0.08271745,0.24045771
XETHZEUR,2021-05-25 00:37:47,sell,limit,2250,90,0.144,0.04
ADAEUR,2021-05-25 00:43:09,sell,limit,1.35,90.45,0.14472,67
BCHEUR,2021-05-25 00:44:09,sell,limit,650,84.5,0.1352,0.13
LINKEUR,2021-05-26 01:10:15,sell,limit,23,25.110721,0.040177,1.09177047
LINKEUR,2021-05-26 01:10:15,sell,limit,23,55.389279,0.088623,2.40822953
MATICEUR,2021-05-26 01:56:50,sell,limit,1.7,59.5,0.0952,35
UNIEUR,2021-05-26 03:45:35,sell,limit,22,77,0.1232,3.5
AAVEEUR,2021-05-26 23:47:30,sell,limit,340,68,0.1088,0.2
EOSEUR,2021-05-27 08:50:08,sell,limit,5.6,78.4,0.12544,14
TRXEUR,2021-05-27 11:12:06,sell,limit,0.07,70,0.112,1000
LINKEUR,2021-05-27 11:15:35,sell,limit,28.5,71.25,0.114,2.5
XTZEUR,2021-05-27 12:55:08,sell,limit,3.4,85,0.136,25
AAVEEUR,2021-05-28 08:57:32,buy,limit,270,75.6,0.12096,0.28
LINKEUR,2021-05-28 09:01:13,buy,limit,23,69,0.1104,3
XTZEUR,2021-05-28 11:49:39,buy,limit,2.7,70.2,0.11232,26
BCHEUR,2021-05-29 13:14:57,buy,limit,530,74.2,0.11872,0.14
MATICEUR,2021-05-29 15:27:42,buy,limit,1.35,60.75,0.0972,45
XETHZEUR,2021-05-29 18:13:42,buy,limit,1850,74,0.1184,0.04
UNIEUR,2021-05-29 19:23:27,buy,limit,18,63,0.1008,3.5
ADAEUR,2021-05-29 20:26:06,buy,limit,1.1,73.7,0.11792,67
TRXEUR,2021-05-30 00:36:03,buy,limit,0.055,68.75,0.11,1250
XETCZEUR,2021-05-30 01:26:17,buy,limit,50,50,0.08,1
ADAEUR,2021-05-30 06:55:21,sell,limit,1.35,81,0.1296,60
UNIEUR,2021-05-31 11:01:08,sell,limit,22,66,0.1056,3
XDGEUR,2021-06-02 10:40:27,sell,limit,0.35,70,0.112,200
XETHZEUR,2021-06-02 13:31:22,sell,limit,2250,81,0.1296,0.036
ATOMEUR,2021-06-03 04:00:05,sell,limit,13,65,0.104,5
AAVEEUR,2021-06-03 06:52:48,sell,limit,330,82.5,0.132,0.25
DOTEUR,2021-06-03 09:42:45,sell,limit,23,92,0.1472,4
FILEUR,2021-06-03 10:18:53,sell,limit,62,62,0.0992,1
FILEUR,2021-06-03 19:53:09,sell,limit,75,75,0.12,1
XTZEUR,2021-06-07 10:40:15,sell,limit,3.4,85,0.136,25
EOSEUR,2021-06-07 20:50:16,buy,limit,4.5,58.5,0.0936,13
DOTEUR,2021-06-07 21:16:04,buy,limit,18,72,0.1152,4
AAVEEUR,2021-06-08 00:32:03,buy,limit,270,70.2,0.11232,0.26
FILEUR,2021-06-08 02:40:11,buy,limit,62,68.2,0.10912,1.1
XTZEUR,2021-06-08 02:51:58,buy,limit,2.7,62.1,0.09936,23
ATOMEUR,2021-06-08 02:52:23,buy,limit,10.4,65,0.104,6.25
LINKEUR,2021-06-08 14:08:30,buy,limit,18.5,64.75,0.1036,3.5
MATICEUR,2021-06-08 14:09:33,buy,limit,1.1,70.4,0.11264,64
SNXEUR,2021-06-08 14:19:14,buy,limit,8,50,0.08,6.25
UNIEUR,2021-06-08 14:20:07,buy,limit,18,63,0.1008,3.5
XDGEUR,2021-06-08 14:56:05,buy,limit,0.25,60,0.096,240
GRTEUR,2021-06-11 23:21:35,buy,limit,0.5,50,0.08,100
XXLMZEUR,2021-06-12 02:21:00,buy,limit,0.25,60,0.096,240
MATICEUR,2021-06-15 04:34:42,sell,limit,1.35,67.5,0.108,50
GRTEUR,2021-06-15 13:50:33,sell,limit,0.6,54,0.0864,90
AAVEEUR,2021-06-18 17:58:16,buy,limit,220,54.20229,0.08672,0.24637405
AAVEEUR,2021-06-18 17:58:16,buy,limit,220,2.99771,0.0048,0.01362595
XETHZEUR,2021-06-18 18:15:26,buy,limit,1850,74,0.1184,0.04
SOLEUR,2021-06-18 18:15:26,buy,limit,30,60,0.096,2
GRTEUR,2021-06-20 00:25:28,buy,limit,0.5,50,0.08,100
